875	enjoy/VBP/9	1	1	joy	indian communist	a lot
448320	expect/VBP/3	366	442	anticipation	the people	the government to function more effectively
448401	rely/VBP/20 on/IN/21	13	22	trust	they	marine
448580	overwhelm/VBP/3	1	1	surprise	hospital	Indonesia quake casualty
448979	fear/VBP/2	127	178	fear	we	fight could erupt at anytime
448994	expect/VBP/2	367	443	anticipation	we	Russia to participate
449137	rely/VBP/4 on/IN/5	14	23	trust	many child	many child
449190	expect/VBP/2 that/IN/3	368	444	anticipation	we	the inflation and interest rate outlook will continue to exhibit a upward drift
449424	expect/VBP/2	369	445	anticipation	we	Russia to participate
449537	fear/VBP/16 that/IN/17	128	179	fear	I	, Segolene Royal is lose sight
449790	expect/VBP/1	370	446	anticipation	analyst	the Organization to decide to keep pump crude
449801	expect/VBP/3	371	447	anticipation	the market	while we see a strong rise
449930	expect/VBP/9	372	448	anticipation	they	around 1,500 people , many , to take part and voice they support
450592	fear/VBP/3	129	180	fear	some russian official	anti-government force are prepare similar action
451250	overwhelm/VBP/3	2	2	surprise	hospital	Indonesia quake casualty
451539	expect/VBP/2	373	449	anticipation	we	Russia to participate
451694	trust/VBP/2	6	9	trust	I	I
451904	expect/VBP/2	374	450	anticipation	we	to do it
452542	hate/VBP/21	11	19	disgust	I	football
452674	expect/VBP/4	375	451	anticipation	they	to complete they merger
452801	expect/VBP/2	376	452	anticipation	we	to do it
452826	expect/VBP/2	377	453	anticipation	we	to do it
452876	predict/VBP/2	78	106	anticipation	many analyst	the US and other big economy face slacker growth go forward ,
453203	expect/VBP/1	378	454	anticipation	analyst	Friday 's report , one , to show 175,000 new job create last month
453304	fear/VBP/1 that/IN/2	130	181	fear	analyst	Iran , the world 's fourth largest producer , may cut its crude export
453419	fear/VBP/10	84	265	fear	they	they
453533	be/VBP/19 glad/JJ/20	42	51	joy	I	some shot go in
453645	be/VBP/26 scared/JJ/27 of/IN/28	7	9	fear	suddenly people	they
453770	expect/VBP/12	56	77	anticipation	they	its inclusion
453946	expect/VBP/1	379	456	anticipation	analyst	Friday 's US job datum , one , to show 175,000 new job create last month
454321	expect/VBP/2	380	457	anticipation	analyst	the tough talk to be resolve this weekend
454912	expect/VBP/12	57	78	anticipation	they	its inclusion
454975	fear/VBP/1 that/IN/2	131	182	fear	analyst	Iran -- the world 's fourth largest producer and the second-biggest member -- might cut oil export
455372	expect/VBP/10	381	459	anticipation	we	the voter turnout to be bigger
455482	fear/VBP/5	85	267	fear	you	everything
455522	expect/VBP/10	382	460	anticipation	we	the voter turnout to be bigger
456692	expect/VBP/2	383	461	anticipation	we	to keep fight right
456747	expect/VBP/1	384	462	anticipation	analyst	Friday 's US job datum , one , to show 175,000 new job create last month
456786	be/VBP/2 glad/JJ/3 that/IN/4	43	52	joy	I	the transfer has finally go through
457060	fear/VBP/1 that/IN/2	132	183	fear	analyst	Iran -- the world 's fourth largest producer and the second-biggest member -- might cut oil export
458936	fear/VBP/35	133	184	fear	Europe and the United States	may be a cover
459057	be/VBP/2 completely/RB/3 satisfy/VBN/4 that/IN/5	7	9	joy	I	, these requirement would be meet
459281	expect/VBP/17	385	463	anticipation	most observer	only two candidate to run : incumbent President James Michel and opposition leader Wavel Ramkalawan , a perennial also-ran
459754	fear/VBP/22	86	270	fear	US authority plan	a dangerous mass migration
460306	be/VBP/2 completely/RB/3 satisfy/VBN/4 that/IN/5	8	10	joy	I	, these requirement would be meet
460394	dislike/VBP/4	9	9	disgust	detractor	she social conservatism -- she cause a uproar this week --
461166	fear/VBP/35	134	185	fear	Europe and the United States	may be a cover
462323	be/VBP/5 worry/VBN/6 by/IN/7	1	1	fear	they	mount accusation
462969	await/VBP/3	30	35	anticipation	world power	Iran 's response
463256	expect/VBP/2	386	465	anticipation	I	to continue the work
463711	discourage/VBP/15	1	2	sadness	they child	mother
464180	expect/VBP/5	58	80	anticipation	Theme	coverage
464289	be/VBP/5 worry/VBN/6 by/IN/7	2	4	fear	they	mount accusation
464778	expect/VBP/5	59	81	anticipation	Theme	coverage
465243	be/VBP/5 worry/VBN/6 by/IN/7	3	5	fear	they	mount accusation
465422	depend/VBP/16 on/IN/17	22	26	trust	around one million Palestinians or a quarter and the West Bank	government salary
465849	enjoy/VBP/22	37	59	joy	foreign investor	special tax and fiscal benefit
466936	be/VBP/1 happy/JJ/2	79	249	joy	I	to start
467522	be/VBP/11 glad/JJ/12	44	53	joy	I	he did not get there so soon
468684	expect/VBP/2	60	82	anticipation	you	I
468996	expect/VBP/2	387	469	anticipation	few observer	the proposal will overcome the formidable hurdle to alter the constitution
469636	fear/VBP/12	135	186	fear	security source	be a plot
469819	fear/VBP/12	136	187	fear	security source	be a plot
470006	enjoy/VBP/2	16	75	joy	I	play
470667	fear/VBP/3	137	189	fear	international aid agency	the violence could spread
471142	fear/VBP/3	138	191	fear	international aid agency	the violence could spread
471283	fear/VBP/1	139	192	fear	source	be a plot
471524	be/VBP/9 glad/JJ/10	45	54	joy	some right-wing religious organization	the president is raise the issue now
471804	be/VBP/18 afraid/JJ/19	30	48	fear	I	when the tremor come
472611	be/VBP/18 afraid/JJ/19	31	49	fear	I	when the tremor come
472947	be/VBP/2 happy/JJ/3	80	251	joy	we	to do it
473013	be/VBP/2 just/RB/3 happy/JJ/4	81	252	joy	I	to be here play and train and just want to be part
473669	expect/VBP/17	388	470	anticipation	economist	it to leave the figure unchanged
473815	expect/VBP/1	389	471	anticipation	economist	output to have rise 2.0 percent month-on-month
473857	expect/VBP/4	390	472	anticipation	this year	as the show has attract participant
474255	rejoice/VBP/19	4	4	joy	we	I think
474400	expect/VBP/1	391	473	anticipation	I	not to do it again
474547	be/VBP/11 happy/JJ/12	82	255	joy	I	to be second
474549	be/VBP/1 happy/JJ/2	83	256	joy	I	to have be there
475937	worry/VBP/2	17	48	fear	we	we
476457	expect/VBP/4	392	474	anticipation	they	the party to draw some 1.5 million people
478009	prepare/VBP/12 for/IN/13	16	16	anticipation	they	the challenging task ask
478444	be/VBP/2 afraid/JJ/3	32	50	fear	I	to say I -lrb- chew tobacco -rrb-
478608	expect/VBP/3	393	475	anticipation	dealer	Iran to reject the incentive package propose
479876	be/VBP/2 happy/JJ/3	84	257	joy	we	to do it
480137	expect/VBP/3	394	476	anticipation	dealer	Iran to reject the incentive package propose
480440	fear/VBP/30	140	197	fear	some	that could deter foreign investor
480508	expect/VBP/21	395	477	anticipation	we	Kumble to make a difference
480883	fear/VBP/8	87	284	fear	some	some
481840	worry/VBP/6	18	49	fear	voice	voice
481931	fear/VBP/32	141	198	fear	security source	be a chemical weapon plot
482069	be/VBP/2 happy/JJ/3	85	259	joy	we	to do it
482361	expect/VBP/1	396	478	anticipation	dealer	Iran to reject a incentive package draw up
482504	expect/VBP/14	397	479	anticipation	I	to contribute
482575	fear/VBP/1	142	199	fear	some	the date 06/06/06 , , signify 666 , the biblical number , and will usher
482732	fear/VBP/7	88	287	fear	some	some
484166	fear/VBP/7	89	289	fear	some	some
484381	fear/VBP/27 that/IN/28	143	201	fear	there	give up they weapon will leave they vulnerable
484625	expect/VBP/1	398	480	anticipation	dealer	Iran to reject a incentive package draw up
486291	expect/VBP/1	399	481	anticipation	dealer	Iran to reject a incentive package draw up
486845	trust/VBP/2	3	4	trust	I	this intra-european resurgence have no future
487106	fear/VBP/1	144	202	fear	Iraqis	they will miss out
487191	fear/VBP/13	145	203	fear	many war-weary iraqi	they will miss out
487238	expect/VBP/1	400	482	anticipation	Marshals	to extradite the couple
487723	rely/VBP/3 on/IN/4	15	24	trust	some 50,600 family	agriculture
488339	dislike/VBP/9	10	10	disgust	I	they
488461	expect/VBP/11	401	483	anticipation	US firm	they operation to expand
488462	expect/VBP/9	402	484	anticipation	eighty percent	to grow they regional operation
488915	expect/VBP/18	403	485	anticipation	economist	this to slow
488938	be/VBP/4 satisfy/VBN/5 that/IN/6	9	11	joy	I	the propose merger be
489037	expect/VBP/17	61	83	anticipation	we	a pretty good battle
489197	expect/VBP/3	404	487	anticipation	they	to make more arrest
489533	fear/VBP/5	90	293	fear	many christian group	many christian group
490589	attract/VBP/7	11	15	joy	enough people to consume some 15 dozen free donut	Sundays -- the busiest laundry day --
490648	fear/VBP/1 that/IN/2	146	205	fear	expert	the mountain 's grow lava dome could collapse , send lava and dangerous heatcloud
490999	prepare/VBP/30 for/IN/31	17	17	anticipation	the 2002 World Cup quarter-finalists	a Group E opener
491089	expect/VBP/2	405	488	anticipation	we	the market to be rangebound
491495	be/VBP/22 please/VBN/23 by/IN/24	1	1	joy	I	the convergence
492085	be/VBP/1 afraid/JJ/2	33	53	fear	I	the north will not be control any longer
492146	be/VBP/1 afraid/JJ/2	34	54	fear	I	the north will not be control any longer
492293	expect/VBP/2	406	489	anticipation	I	to play
492528	expect/VBP/2	407	490	anticipation	most analyst	it to be 60.0-70 .0 dollar
492834	expect/VBP/3	408	491	anticipation	they	to make more arrest
492999	trust/VBP/25	7	11	trust	we	the referee
493059	expect/VBP/15	409	492	anticipation	I	to be regularly run 9.8 's ,
493425	be/VBP/1 afraid/JJ/2	35	55	fear	I	the north will not be control any longer
493486	aggravate/VBP/2	2	4	anger	the crisis	threat
493626	fear/VBP/5	91	296	fear	many christian group	many christian group
494315	expect/VBP/2	410	493	anticipation	I	to play
494326	expect/VBP/3	411	494	anticipation	ECB watcher	the central bank to raise its key interest rate ,
494516	expect/VBP/17	62	84	anticipation	we	350 million dollar
494791	expect/VBP/3	412	496	anticipation	ECB watcher	the central bank to raise its key interest rate ,
494923	aggravate/VBP/2	3	5	anger	the crisis	threat
495200	predict/VBP/2	79	107	anticipation	I	there will be crisis meeting today
495394	enjoy/VBP/4	38	60	joy	the chinese people	all the human rights and freedom
495408	expect/VBP/2	63	85	anticipation	East Timorese	a greater United Nations presence
495775	fear/VBP/2 that/IN/3	147	206	fear	I	the worst will happen
496077	expect/VBP/21	413	499	anticipation	terrify inhabitant	something to be do to end week
496253	prepare/VBP/13 for/IN/14	18	18	anticipation	they	a
496270	worry/VBP/6	19	52	fear	yourself	you
496511	fear/VBP/10	92	298	fear	dealer	dealer
496557	be/VBP/9 increasingly/RB/10 alarm/VBN/11 that/IN/12	1	1	fear	finance minister	they are lose tax revenue
496648	expect/VBP/11	414	501	anticipation	presence inhabitant	something to end week
497018	expect/VBP/2	415	502	anticipation	I	to play
497608	expect/VBP/18	416	503	anticipation	terrify inhabitant	something to be do to end week
497740	fear/VBP/13	93	299	fear	the german organiser	the threat
497784	enjoy/VBP/2	17	77	joy	people	because you always get a lot
497921	be/VBP/2 really/RB/3 happy/JJ/4 that/IN/5	86	267	joy	I	I will have a new leg
497946	fear/VBP/2	148	207	fear	aid worker	civilian will bear the brunt , further exacerbate the humanitarian crisis
497959	be/VBP/2 really/RB/3 happy/JJ/4 that/IN/5	87	268	joy	I	I will have a new leg
498337	fear/VBP/10	94	301	fear	dealer	dealer
498470	fear/VBP/10	95	302	fear	dealer	dealer
498540	expect/VBP/2 that/IN/3	417	507	anticipation	London analyst	US crude stockpile , meanwhile , will drop
498739	be/VBP/9 increasingly/RB/10 alarm/VBN/11 that/IN/12	2	2	fear	finance minister	they are lose tax revenue
499530	expect/VBP/11	418	508	anticipation	presence inhabitant	something to end week
499598	expect/VBP/33	64	91	anticipation	England	great thing
499717	fear/VBP/28	96	304	fear	many	many
500260	fear/VBP/3	97	305	fear	Air Force officer	Yonhap
500292	expect/VBP/2	419	510	anticipation	we	to develop the field and start production
500299	expect/VBP/2	420	511	anticipation	we	to start production
500396	be/VBP/2 happy/JJ/3	88	269	joy	we	to be here , to be compete
500557	fear/VBP/3	98	307	fear	I	the consequence
500782	expect/VBP/18	421	512	anticipation	terrify inhabitant	something to be do to end week
500809	fear/VBP/15 that/IN/16	149	210	fear	some country	troops send will be suck
501472	be/VBP/6 increasingly/RB/7 alarm/VBN/8 that/IN/9	3	3	fear	Finance minister	they are lose tax revenue
501649	fear/VBP/3	99	310	fear	I	the consequence
501923	expect/VBP/11	422	513	anticipation	presence inhabitant	something to end week
502147	trust/VBP/2	8	12	trust	I	I
502239	fear/VBP/3	100	313	fear	I	the consequence
502408	await/VBP/28	31	36	anticipation	the pair	a semi-final clash
503249	be/VBP/7 happy/JJ/8	89	271	joy	we	to have he back
503298	expect/VBP/12	65	92	anticipation	all marine	it
503638	expect/VBP/16	423	515	anticipation	we	to take place
503713	expect/VBP/11	424	516	anticipation	presence inhabitant	something to end week
503860	expect/VBP/18	425	517	anticipation	terrify inhabitant	something to be do to end week
504019	expect/VBP/1	426	518	anticipation	most	the BOE to hold its base rate
504748	fear/VBP/33	150	215	fear	scientist	could cause a pandemic
505006	expect/VBP/2	427	519	anticipation	government official	hundred to turn out to see the 78-year-old
505095	expect/VBP/1 that/IN/2	428	520	anticipation	expert	up to one billion lcd tv will be sell worldwide
505335	fear/VBP/1	101	316	fear	scientist	a global pandemic
505364	be/VBP/8 happy/JJ/9	90	272	joy	I	to come back and give they
505494	enjoy/VBP/2	18	78	joy	I	watch a match be so dull
505552	fear/VBP/20	102	317	fear	many company	many company
505744	expect/VBP/2	429	521	anticipation	we	such a change to once again turn the market attention back sooner rather than later
506353	fear/VBP/4	151	216	fear	many company	bleary-eyed worker will slack off -- or not turn up at all --
506637	expect/VBP/2	430	522	anticipation	we	to win the game
506655	expect/VBP/26	66	93	anticipation	they	a easy ride
506991	expect/VBP/2	431	524	anticipation	government official	hundred to turn out to see the 78-year-old
507339	expect/VBP/24	67	94	anticipation	bookmaker	a 20 percent increase
507981	rely/VBP/1 on/IN/2	16	25	trust	they	a ragtag army
508297	be/VBP/14 glad/JJ/15 that/IN/16	46	55	joy	we	Russia is try to strengthen relation
508883	grieve/VBP/14	1	1	sadness	I	when I hear
508885	be/VBP/4 sad/JJ/5	1	8	sadness	I	I know
508976	predict/VBP/10	20	29	anticipation	zealot	zealot
509236	shun/VBP/7	1	3	fear	they 2006 gain -- as foreign fund	the market
509256	await/VBP/1	32	37	anticipation	participant	interest rate call
509411	expect/VBP/8	432	526	anticipation	we	this trend will continue
509556	prepare/VBP/54 for/IN/55	19	19	anticipation	he and he teammate	match
509687	prepare/VBP/5 for/IN/6	20	20	anticipation	Iran 's football team	the World Cup
509711	be/VBP/2 glad/JJ/3	47	56	joy	I	he be off the face ,
510014	be/VBP/2 glad/JJ/3	48	57	joy	I	he be off the face ,
510116	fear/VBP/19	103	319	fear	I	I
510583	be/VBP/2 glad/JJ/3	49	58	joy	I	he be off the face ,
510659	expect/VBP/2	433	527	anticipation	government official	hundred to turn out to see the 78-year-old
510827	expect/VBP/1	434	528	anticipation	expert	the court to order construction work freeze and a environmental impact assessment
510959	expect/VBP/4	435	529	anticipation	Bank watcher	borrowing cost to increase
511014	expect/VBP/4	436	530	anticipation	we	the Gulf to witness far fewer intense hurricane
511664	be/VBP/2 happy/JJ/3	91	279	joy	I	as I be
512125	be/VBP/2 glad/JJ/3	50	59	joy	I	he be off the face ,
512184	predict/VBP/2	80	109	anticipation	I	that you 're go to be show people being rip off still
512239	fear/VBP/18	152	217	fear	the US and EU	this may be a cover
512399	be/VBP/2 glad/JJ/3	51	60	joy	I	the next two year have been sort out
512764	be/VBP/2 glad/JJ/3	52	61	joy	I	he be off the face ,
513066	expect/VBP/15	437	531	anticipation	all the supporter	we to go all the way
513208	predict/VBP/2	81	110	anticipation	I	that you 're go to be show people being rip off still
513521	predict/VBP/7	82	111	anticipation	Musab al-zarqawi	that a thousand other will carry the militant 's mantle
513870	predict/VBP/2	83	112	anticipation	I	that you 're go to be show people being rip off still
513907	predict/VBP/7	84	113	anticipation	Musab al-zarqawi	that a thousand other will carry the militant 's mantle
514298	predict/VBP/2	85	114	anticipation	I	that you 're go to be show people being rip off still
514334	fear/VBP/19	153	218	fear	Washington and the European Union	this may be a cover
514794	be/VBP/2 glad/JJ/3	53	62	joy	I	he be off the face ,
515031	be/VBP/1 happy/JJ/2	92	286	joy	I	to move on
515238	fear/VBP/19	154	219	fear	Washington and the European Union	this may be a cover
515264	scare/VBP/4	1	1	fear	three day	Australia
515582	fear/VBP/15	104	323	fear	many Muslims	a possible xenophobic backlash
515889	fear/VBP/1 that/IN/2	155	220	fear	analyst	tighter monetary condition might choke off growth ,
516102	fear/VBP/19	156	221	fear	Washington and the European Union	this be a cover
516908	expect/VBP/2	438	532	anticipation	we	Steve to be the starter
517006	fear/VBP/19	157	224	fear	Washington and the European Union	this be a cover
517507	be/VBP/9 really/RB/10 happy/JJ/11 that/IN/12	93	290	joy	I	I do it
518071	fear/VBP/5 that/IN/6	158	226	fear	Washington and the European Union	Iran 's nuclear program be a cover
518074	fear/VBP/11	159	227	fear	dealer	supply will be disrupt
518112	be/VBP/6 afraid/JJ/7	36	57	fear	people	to burn
518131	be/VBP/2 afraid/JJ/3	37	58	fear	I	they have a slingshot
518311	fear/VBP/23 that/IN/24	160	228	fear	world health official	h5n1 virus could mutate
519061	fear/VBP/15	161	229	fear	scientist	it will collapse , force million
519734	expect/VBP/15	68	95	anticipation	you teammate	this
519737	expect/VBP/3	439	534	anticipation	people	I have to perform
519936	rely/VBP/1 on/IN/2	17	26	trust	they	a ragtag army
520029	expect/VBP/13	440	535	anticipation	US authority	to take over
520300	rely/VBP/16 on/IN/17	18	27	trust	the troops	protection
520349	fear/VBP/29	162	230	fear	western country	may hide a military program to make a atomic bomb
520431	trust/VBP/3	4	5	trust	we	the german authority and everything has been do to ensure
520526	fear/VBP/1 that/IN/2	163	231	fear	many	this massive correction could signal the end ,
520531	expect/VBP/2	441	536	anticipation	I	the market to continue to be volatile
520645	expect/VBP/2	442	537	anticipation	I	the market to continue to be volatile
520685	expect/VBP/2	443	538	anticipation	I	the ambassador to return very soon
520914	expect/VBP/13	444	539	anticipation	I	he to abide
521108	fear/VBP/29	164	232	fear	western country	may hide a military program to make a atomic bomb
521250	expect/VBP/2	445	540	anticipation	I	the market will continue to be volatile next week
522029	expect/VBP/2	446	541	anticipation	we	everybody will have self-restraint
522034	expect/VBP/1	447	542	anticipation	economist	the US trade deficit to widen
522178	be/VBP/45 happy/JJ/46	94	293	joy	I	to play there
522179	be/VBP/39 happy/JJ/40	95	294	joy	I	to do so
522200	fear/VBP/1 that/IN/2	165	233	fear	many	this massive correction could signal the end ,
522205	expect/VBP/2	448	543	anticipation	I	the market to continue to be volatile
522243	fear/VBP/1 that/IN/2	166	234	fear	many	this massive correction could signal the end ,
522268	expect/VBP/2	449	544	anticipation	I	the market to continue to be volatile
522385	expect/VBP/2	450	545	anticipation	we	everybody will have self-restraint
522728	fear/VBP/1 that/IN/2	167	235	fear	campaigner	as many as 40,000 more , , could be coerce
522731	fear/VBP/1 that/IN/2	168	236	fear	campaigner	sex industry entrepreneur will try to cash in
522800	expect/VBP/15	451	546	anticipation	the US authority	to take over
523211	expect/VBP/2	452	547	anticipation	I	to win all my race
523849	expect/VBP/2	453	548	anticipation	we	everybody will have self-restraint
523865	fear/VBP/14	169	238	fear	Washington and the EU	this be a cover
524195	expect/VBP/15	454	549	anticipation	the US authority	to take over
524364	trust/VBP/3	5	6	trust	we	the german authority and everything has been do to ensure
524577	expect/VBP/15 that/IN/16	455	550	anticipation	we	Zare could prepare
524938	fear/VBP/14	170	239	fear	Washington and the EU	this be a cover
524946	fear/VBP/23 that/IN/24	171	240	fear	world health official	the H5N1 virus could mutate
525061	assume/VBP/11 that/IN/12	15	25	anticipation	we	there might be more
525089	fear/VBP/1	105	345	fear	scientist	a global pandemic
525165	anticipate/VBP/3	16	20	anticipation	russian leader	serious step as well as positive step
525186	enjoy/VBP/1	19	79	joy	I	it help I out
525351	expect/VBP/4	456	551	anticipation	Carlos Parreira 's side	Ronaldo will be ready to take he place ,
525365	expect/VBP/9	457	552	anticipation	they	around 1,500 people to take part
525837	expect/VBP/1	69	96	anticipation	we	more market turbulence
525896	expect/VBP/1	458	554	anticipation	they	the flick on
525911	expect/VBP/1	459	555	anticipation	they	he to win the ball
526470	expect/VBP/2	460	556	anticipation	we	everybody will have self-restraint
526825	expect/VBP/16	461	557	anticipation	the US authority	to take over
526840	hate/VBP/3	5	9	disgust	I	the word unique
527003	predict/VBP/19 that/IN/20	86	115	anticipation	13 percent	host nation Germany will emerge
527168	expect/VBP/2	462	558	anticipation	we	everybody will have self-restraint
527647	be/VBP/13 really/RB/14 happy/JJ/15 that/IN/16	96	298	joy	I	the team make such a good start
527762	enjoy/VBP/6	39	61	joy	people	view show
527927	expect/VBP/2	463	559	anticipation	we	everybody will have self-restraint
527980	expect/VBP/16	464	560	anticipation	the US authority	to take over
528072	be/VBP/12 happy/JJ/13	97	300	joy	they	to see I return
528085	be/VBP/2 happy/JJ/3	98	301	joy	I	to be back
528101	be/VBP/2 happy/JJ/3	99	302	joy	I	to have score twice ,
528867	expect/VBP/2	465	561	anticipation	most expert	the picture be less clear
528882	expect/VBP/22	466	562	anticipation	we	to see ,
529575	be/VBP/2 happy/JJ/3	100	304	joy	I	to have score twice ,
529816	anticipate/VBP/2	17	21	anticipation	I	I
529925	enjoy/VBP/3	40	62	joy	Malaysia and Japan	close tie
530339	expect/VBP/9	70	97	anticipation	we	the result
530766	expect/VBP/16	467	564	anticipation	the US authority	to take over
530885	be/VBP/22 happy/JJ/23	101	305	joy	US player	to hear some festive noise
531563	be/VBP/7 glad/JJ/8	54	63	joy	we	to have win
533202	expect/VBP/16	468	565	anticipation	the US authority	to take over
533350	hate/VBP/4	12	21	disgust	I	football
534277	enjoy/VBP/31	41	63	joy	gay and lesbian rights	far more protection
534441	enjoy/VBP/31	42	64	joy	gay and lesbian rights	far more protection
534567	expect/VBP/16	469	566	anticipation	the US authority	to take over
534689	fear/VBP/4	106	348	fear	71 percent	a terrorist strike
534942	expect/VBP/16	470	567	anticipation	the US authority	to take over
534979	hate/VBP/4	13	22	disgust	I	football
537812	expect/VBP/12	71	98	anticipation	East Timorese	a greatly expand foreign presence
537988	fear/VBP/3	107	349	fear	some critic	some critic
538721	enjoy/VBP/38	43	65	joy	employee	free housing and utility , medical expense and education
538988	enjoy/VBP/38	44	66	joy	employee	free housing and utility , medical expense and education
539162	expect/VBP/1	471	569	anticipation	authority	500,000 hindu to take part
539436	be/VBP/2 also/RB/3 happy/JJ/4 that/IN/5	102	321	joy	I	we win we opening game
540147	expect/VBP/32	472	570	anticipation	expert	will prop up flagging movie ticket sale
541715	expect/VBP/14	473	572	anticipation	few	Cyprus to scupper the whole process
541900	expect/VBP/2	474	573	anticipation	we	he to train again and then play
541981	expect/VBP/2	475	574	anticipation	we	he to train again and then play
542177	expect/VBP/1	476	575	anticipation	authority	500,000 hindu to take part
542244	enjoy/VBP/2	45	67	joy	I	both role
542612	expect/VBP/14	477	576	anticipation	few	Cyprus to scupper the whole process
542662	be/VBP/6 glad/JJ/7	55	66	joy	I	they be
542686	expect/VBP/2	478	577	anticipation	we	Michael to train again and then play
543224	be/VBP/2 happy/JJ/3	103	328	joy	we	to be here
543482	expect/VBP/2	479	578	anticipation	I	they to say
543483	expect/VBP/1	480	579	anticipation	I	they to try and do
544168	expect/VBP/2	481	580	anticipation	we	the Togo defense to concentrate
544480	expect/VBP/2	482	581	anticipation	I	they to say
544481	expect/VBP/1	483	582	anticipation	I	they to try and do
544563	be/VBP/2 happy/JJ/3	104	330	joy	I	we score a goal and win the game
544606	await/VBP/3	33	38	anticipation	we	he return ,
544802	expect/VBP/7	484	583	anticipation	I	both party to come
545163	expect/VBP/2	485	584	anticipation	I	they to say
545164	expect/VBP/1	486	585	anticipation	I	they to try and do
545535	expect/VBP/2	487	586	anticipation	I	they to say
545536	expect/VBP/1	488	587	anticipation	I	they to try and do
545612	be/VBP/7 just/RB/8 happy/JJ/9	105	332	joy	I	to have achieve
546556	be/VBP/2 glad/JJ/3	56	68	joy	I	one win
547126	enjoy/VBP/8	20	87	joy	the 23 player	the lack be a worry
547249	predict/VBP/27	21	30	anticipation	a senior iraqi security official	cut
547286	expect/VBP/14	489	588	anticipation	few	Cyprus to scupper the whole process
547314	fear/VBP/1	172	244	fear	environmentalist	Japan , back , would use a majority to chip away and to block conservation effort
547315	fear/VBP/2	173	245	fear	they	Japan would try to remove Greenpeace 's observer status and introduce secret ballot
547416	predict/VBP/18	22	31	anticipation	summit	cut
547506	predict/VBP/18	23	32	anticipation	Monitoring Bush 's two-day summit	reduction
547584	expect/VBP/25	490	589	anticipation	the golf , the game ,	that be kind of not a easy shot
547602	enjoy/VBP/3	46	68	joy	I	it
547670	fear/VBP/4 that/IN/5	174	246	fear	Washington and its ally	Iran 's nuclear energy program be a clandestine drive to acquire nuclear weapon
547888	predict/VBP/22 that/IN/23	87	119	anticipation	some market analyst and observer	it be possible
548018	await/VBP/19	34	39	anticipation	investor	key US economic datum and speech
548317	expect/VBP/2	491	590	anticipation	we	to make more arrest
548318	expect/VBP/1	492	591	anticipation	authority	500,000 hindu to take part
548820	expect/VBP/2	493	592	anticipation	we	the Togo defense to concentrate
549004	be/VBP/6 glad/JJ/7	57	69	joy	I	they be
549891	expect/VBP/2	494	593	anticipation	I	they to say
549892	expect/VBP/1	495	594	anticipation	I	they to try and do
550077	await/VBP/8	35	40	anticipation	they	Bernanke 's speech and the US economic datum
550799	expect/VBP/7	72	100	anticipation	we	a response
550803	fear/VBP/14	175	247	fear	Washington and the EU	this be a cover
550824	predict/VBP/22	24	33	anticipation	THURMONT , Maryland : Monitoring Bush 's two-day summit	reduction
550882	prepare/VBP/24 for/IN/25	21	21	anticipation	they	the defense and next season 's Champions League campaign
551291	expect/VBP/2	496	596	anticipation	most expert	another US rate hike to be announce
551318	await/VBP/8	36	41	anticipation	they	Bernanke 's speech and the US economic datum
551446	fear/VBP/4 that/IN/5	176	248	fear	Washington and its ally	Iran 's nuclear energy program be a clandestine drive to acquire nuclear weapon
551503	expect/VBP/12	497	597	anticipation	expert	to open and close the negotiation Monday
553113	expect/VBP/5	498	598	anticipation	authority	to attract 500,000 devotee
553959	fear/VBP/1 that/IN/2	177	249	fear	campaigner	as many as 40,000 woman , , could be coerce
553964	trust/VBP/2 that/IN/3	6	8	trust	I	together , we can anticipate and prevent any source
553972	trust/VBP/2 that/IN/3	7	9	trust	I	the adoption would enhance the efficiency
554231	expect/VBP/2	499	599	anticipation	we	the stock market to continue to drift lower ahead , respectively
554623	expect/VBP/2	500	600	anticipation	analyst	the dollar to remain relatively firm
554678	enjoy/VBP/9	21	89	joy	let 's	we be very happy
554789	fear/VBP/4 that/IN/5	178	250	fear	Washington and its ally	Iran 's nuclear energy program be a clandestine drive to acquire nuclear weapon
556619	expect/VBP/6	73	102	anticipation	we	a response
556706	fear/VBP/4 that/IN/5	179	252	fear	Washington and its ally	Iran 's nuclear energy program be a clandestine drive to acquire nuclear weapon
557044	be/VBP/14 happy/JJ/15	106	336	joy	I	play
557997	expect/VBP/2	501	603	anticipation	we	we friend -- 13 billion dollar -- to honor those commitment
558196	expect/VBP/2	502	604	anticipation	we	we friend -- 13 billion dollar -- to honor those commitment
558637	fear/VBP/5	180	253	fear	health official	the number will rise
558728	expect/VBP/2	503	605	anticipation	I	gas consumption to increase
558763	fear/VBP/4 that/IN/5	181	254	fear	Washington and its ally	Iran 's nuclear energy program be a clandestine drive to acquire nuclear weapon
558774	expect/VBP/6 that/IN/7	504	606	anticipation	we	the producer price datum will add
558894	fear/VBP/13	108	362	fear	environmentalist	environmentalist
559249	expect/VBP/6 that/IN/7	505	607	anticipation	we	the producer price datum will add
560408	enjoy/VBP/45	47	69	joy	the Islamists	a majority
560454	fear/VBP/4 that/IN/5	182	255	fear	Washington and its ally	Iran 's nuclear energy program be a clandestine drive to acquire nuclear weapon
560647	expect/VBP/29	506	608	anticipation	they	trade to be volatile
560820	attract/VBP/3	12	16	joy	fund away and	rise interest rate
561123	expect/VBP/29	507	609	anticipation	they	trade to be volatile
